player1,point_no,next_three,win_or_not,p1_sets_leading,p1_games_leading_1,p1_score_leading_1,1_server,p1_ace,p1_winner,p1_double_fault,p1_unf_err,p1_break_pt,p1_break_pt_won,p1_break_pt_missed,impact_next,points_to_win
Carlos Alcaraz,199,1,1,0,0.4,0.333333333,0,0,0,0,0,1,1,0,1,0.142857143
Carlos Alcaraz,200,0.8,1,0,0.6,0,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,201,0.75,1,0,0.6,0.333333333,1,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,202,0.45,1,0,0.6,0.666666667,1,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,203,1,0,0,0.6,1,1,0,0,0,0,0,0,0,1,0.142857143
Carlos Alcaraz,204,1,1,0,0.6,0.666666667,1,0,0,0,0,0,0,0,1,0.142857143
Carlos Alcaraz,205,0.8,1,0,0.8,0,0,0,1,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,206,0.75,1,0,0.8,0.333333333,0,0,1,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,207,0.25,1,0,0.8,0.666666667,0,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,208,0.55,0,0,0.8,1,0,0,0,0,0,1,0,1,1,0.142857143
Carlos Alcaraz,209,0.2,1,0,0.8,0.666666667,0,0,1,0,0,1,1,0,1,0.142857143
Carlos Alcaraz,210,0.45,0,1,0,0,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,211,1,0,1,0,-0.333333333,1,0,0,1,1,0,0,0,0,0.571428571
Carlos Alcaraz,212,1,1,1,0,-0.666666667,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,213,1,1,1,0,-0.333333333,1,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,214,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,215,0.8,1,1,0,0.333333333,1,0,0,0,0,0,0,0,1,0.142857143
Carlos Alcaraz,216,0.75,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,217,0.25,1,1,0.2,0.333333333,0,0,1,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,218,0.55,0,1,0.2,0.666666667,0,0,0,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,219,0,1,1,0.2,0.333333333,0,0,1,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,220,0,0,1,0.2,0.666666667,0,0,0,0,0,1,0,1,0,0.142857143
Carlos Alcaraz,221,0.2,0,1,0.2,0.333333333,0,0,0,0,0,1,0,1,1,0.142857143
Carlos Alcaraz,222,0.25,0,1,0.2,0,0,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,223,0.75,0,1,0.2,-0.333333333,0,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,224,0.45,1,1,0,0,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,225,0.8,0,1,0,0.333333333,1,0,0,1,1,0,0,0,0,0.428571429
Carlos Alcaraz,226,0.55,1,1,0,0,1,0,1,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,227,0.2,1,1,0,0.333333333,1,1,1,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,228,0.25,0,1,0,0.666666667,1,0,0,0,0,0,0,0,0,0.142857143
Carlos Alcaraz,229,0.75,0,1,0,0.333333333,1,0,0,0,0,0,0,0,0,0.142857143
Carlos Alcaraz,230,0.25,1,1,0,0,1,0,1,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,231,0.75,0,1,0,0.333333333,1,0,0,1,1,0,0,0,0,0.142857143
Carlos Alcaraz,232,0.45,1,1,0,0,1,1,1,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,233,0.8,0,1,0,0.333333333,1,0,0,0,0,0,0,0,1,0.142857143
Carlos Alcaraz,234,0.55,1,1,0,0,1,0,1,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,235,0.2,1,1,0,0.333333333,1,0,0,0,0,0,0,0,1,0.142857143
Carlos Alcaraz,236,0.45,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,237,0.8,0,1,0.2,-0.333333333,0,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,238,0.75,1,1,0.2,-0.666666667,0,0,1,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,239,0.25,1,1,0.2,-0.333333333,0,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,240,0.55,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,241,0.2,1,1,0.2,-0.333333333,0,0,1,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,242,0.25,0,1,0.2,0,0,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,243,0.75,0,1,0.2,-0.333333333,0,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,244,0.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,245,0.55,0,1,0,0.333333333,1,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,246,0.2,1,1,0,0,1,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,247,0.25,0,1,0,0.333333333,1,0,0,0,1,0,0,0,0,0.285714286
Carlos Alcaraz,248,0.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,249,0.25,1,1,0,-0.333333333,1,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,250,0.55,0,1,0,0,1,0,0,0,0,0,0,0,0,0.285714286
Carlos Alcaraz,251,0,1,1,0,-0.333333333,1,0,1,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,252,0.2,0,1,0,0,1,0,0,0,0,0,0,0,1,0.285714286
Carlos Alcaraz,253,0.25,0,1,0,-0.333333333,1,0,0,0,1,0,0,0,1,0.428571429
Carlos Alcaraz,254,0.55,0,1,-0.2,0,0,0,0,0,1,0,0,0,0,0.571428571
Carlos Alcaraz,255,0.2,1,1,-0.2,-0.333333333,0,0,1,0,0,0,0,0,0,0.571428571
Carlos Alcaraz,256,0.25,0,1,-0.2,0,0,0,0,0,0,0,0,0,0,0.428571429
Carlos Alcaraz,257,0.75,0,1,-0.2,-0.333333333,0,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,258,0.25,1,1,-0.2,-0.666666667,0,0,1,0,0,0,0,0,1,0.571428571
Carlos Alcaraz,259,0.75,0,1,-0.2,-0.333333333,0,0,0,0,0,0,0,0,1,0.428571429
Carlos Alcaraz,260,0.45,1,1,-0.4,0,1,0,1,0,0,0,0,0,0,0.571428571
